-2      0           0.8698
-1.99   0           0
-1.98   0           0.1173
-1.97   0           0.00418
-1.96   0           0.007779
-1.95   0           0.0005529
-1.94   0           0.0003569
-1.93   0           2.48E-05
-1.92   0           1.45E-05
-1.91   0           7.23E-06
-1.9    0           0.00E+00
-1.89   0           0.00E+00
-1.88   0           0.00E+00
-1.87   9.50E-07    0.00E+00
-1.86   0           0.00E+00
-1.85   3.75E-07    0.00E+00
-1.84   3.00E-07    0.00E+00
-1.83   1.45E-06    0.00E+00
-1.82   8.75E-07    0.00E+00
-1.81   2.00E-06    0.00E+00
-1.8    2.00E-06    0.00E+00
-1.79   4.95E-06    0.00E+00
-1.78   8.23E-06    0.00E+00
-1.77   1.43E-05    0.00E+00
-1.76   2.34E-05    0.00E+00
-1.75   3.83E-05    0.00E+00
-1.74   4.74E-05    0.00E+00
-1.73   7.01E-05    0.00E+00
-1.72   0.0001124   0.00E+00
-1.71   0.000143    0.00E+00
-1.7    0.0001954   0.00E+00
-1.69   0.000245    0.00E+00
-1.68   0.0003019   0.00E+00
-1.67   0.0003715   0.00E+00
-1.66   0.0004709   0.00E+00
-1.65   0.0005917   0.00E+00
-1.64   0.0007112   0.00E+00
-1.63   0.0008549   0.00E+00
-1.62   0.001018    0.00E+00
-1.61   0.001211    0.00E+00
-1.6    0.001406    0.00E+00
-1.59   0.001662    0.00E+00
-1.58   0.001979    0.00E+00
-1.57   0.002355    0.00E+00
-1.56   0.002779    0.00E+00
-1.55   0.003212    0.00E+00
-1.54   0.003675    0.00E+00
-1.53   0.004091    0.00E+00
-1.52   0.004537    0.00E+00
-1.51   0.005132    0.00E+00
-1.5    0.005553    0.00E+00
-1.49   0.006163    0.00E+00
-1.48   0.006888    0.00E+00
-1.47   0.007565    0.00E+00
-1.46   0.008289    0.00E+00
-1.45   0.00908     0.00E+00
-1.44   0.009953    0.00E+00
-1.43   0.01079     0.00E+00
-1.42   0.01165     0.00E+00
-1.41   0.01247     0.00E+00
-1.4    0.01343     0.00E+00
-1.39   0.01442     0.00E+00
-1.38   0.0153      0.00E+00
-1.37   0.01624     0.00E+00
-1.36   0.01729     0.00E+00
-1.35   0.01825     0.00E+00
-1.34   0.01925     0.00E+00
-1.33   0.02021     0.00E+00
-1.32   0.02113     0.00E+00
-1.31   0.02213     0.00E+00
-1.3    0.02305     0.00E+00
-1.29   0.02358     0.00E+00
-1.28   0.02441     0.00E+00
-1.27   0.0252      0.00E+00
-1.26   0.02586     0.00E+00
-1.25   0.02626     0.00E+00
-1.24   0.02684     0.00E+00
-1.23   0.02731     0.00E+00
-1.22   0.02779     0.00E+00
-1.21   0.02804     0.00E+00
-1.2    0.02785     0.00E+00
-1.19   0.02768     0.00E+00
-1.18   0.02744     0.00E+00
-1.17   0.02709     0.00E+00
-1.16   0.02645     0.00E+00
-1.15   0.02581     0.00E+00
-1.14   0.02478     0.00E+00
-1.13   0.02368     0.00E+00
-1.12   0.02264     0.00E+00
-1.11   0.02155     0.00E+00
-1.1    0.02023     0.00E+00
-1.09   0.01881     0.00E+00
-1.08   0.01755     0.00E+00
-1.07   0.01613     0.00E+00
-1.06   0.01479     0.00E+00
-1.05   0.01345     0.00E+00
-1.04   0.01199     0.00E+00
-1.03   0.01064     0.00E+00
-1.02   0.009406    0.00E+00
-1.01   0.008278    0.00E+00
-1      0.007163    0.00E+00
-0.99   0.006193    0.00E+00
-0.98   0.005294    0.00E+00
-0.97   0.004528    0.00E+00
-0.96   0.003743    0.00E+00
-0.95   0.003127    0.00E+00
-0.94   0.002601    0.00E+00
-0.93   0.002128    0.00E+00
-0.92   0.001717    0.00E+00
-0.91   0.001365    0.00E+00
-0.9    0.001095    0.00E+00
-0.89   0.0008547   0.00E+00
-0.88   0.0006367   0.00E+00
-0.87   0.0004685   0.00E+00
-0.86   0.0003492   0.00E+00
-0.85   0.0002698   0.00E+00
-0.84   0.0001907   0.00E+00
-0.83   0.0001266   0.00E+00
-0.82   8.04E-05    0.00E+00
-0.81   5.92E-05    0.00E+00
-0.8    4.08E-05    0.00E+00
-0.79   2.37E-05    0.00E+00
-0.78   1.85E-05    0.00E+00
-0.77   1.22E-05    0.00E+00
-0.76   8.95E-06    0.00E+00
-0.75   6.35E-06    0.00E+00
-0.74   3.58E-06    0.00E+00
-0.73   2.35E-06    0.00E+00
-0.72   1.13E-06    0.00E+00
-0.71   1.70E-06    0.00E+00
-0.7    6.75E-07    0.00E+00
-0.69   5.00E-07    0.00E+00
-0.68   6.00E-07    0.00E+00
-0.67   6.00E-07    0.00E+00
-0.66   2.25E-07    0.00E+00
-0.65   5.00E-08    0.00E+00
-0.64   2.25E-07    0.00E+00
-0.63   0           0.00E+00
-0.62   0           0.00E+00
-0.61   0           0.00E+00
-0.6    0           0.00E+00
